,0,1,2
145,0.212243116968,STAT3,KCNMB4
146,0.211007390131,NRCAM,IRS1
147,0.207764857128,UPB1,PTK2B
148,0.207517028385,GPX4,GABRB2
149,0.206608191035,PRKAR2B,KRAS
150,0.205976794504,SLCO4A1,GABRB2
151,0.205837551733,SLCO4A1,PTK2B
152,0.205060758019,NTRK1,KCNMB4
153,0.20412603049,NRCAM,ITGA2
154,0.203622828253,SLC22A2,GAB2
155,0.202962762384,IL6R,EIF2AK1
156,0.200964277965,PIK3R3,GAB2
157,0.200398425425,STX1A,ITGA2
158,0.198935386546,PTK2B,IRS1
159,0.198889506136,STX1A,KCNMB4
160,0.198872128246,ITGA2,GAB2
161,0.196300768863,PDPK1,ANK1
162,0.196290543176,KCNMB4,IRS1
163,0.196155517698,STAT3,PIK3R3
164,0.191420110274,KRAS,GAB2
165,0.191166148676,SLCO2A1,KCNMB4
166,0.189380768574,IFNGR1,GAB2
167,0.188704127808,EIF2AK1,ANK1
168,0.188450273949,PIK3CD,KCNMB4
169,0.187799247513,PDPK1,GAB2
170,0.187369374845,PRKAR2B,EXOC6
171,0.186250417136,UPB1,PIK3R3
172,0.185818502027,STAT3,GABRB2
173,0.183840815174,SLC22A2,PDPK1
174,0.183810781542,IRS1,GABRB2
175,0.182940324248,PIK3R3,IL6R
176,0.182125747691,SLCO2A1,SLC22A2
177,0.181686966137,PTK2B,GABRB2
178,0.180938899881,KCNMB4,IL6R
179,0.179295474778,IFNGR1,GABRB2
180,0.178855516786,NRCAM,KRAS
181,0.176370837573,SC5DL,EXOC6
182,0.174763343797,ITGA2,GABRB2
183,0.174219192867,SLCO2A1,PTK2B
184,0.173774860379,PIK3CD,EIF2AK1
185,0.173704989327,UPB1,SLC22A2
186,0.173450814758,PDPK1,IRS1
187,0.173311214233,PDPK1,GPX4
188,0.172491328743,KRAS,ANK1
189,0.172329182174,STX1A,EIF2AK1
190,0.171453808334,KRAS,GPX4
191,0.171321059426,IFNGR1,EXOC6
192,0.171263599726,SLC22A2,PTK2B
193,0.170465856531,IL6R,GABRB2
194,0.170427681335,UPB1,ITGA2
195,0.17040947885,KCNMB4,GAB2
196,0.169770636962,KRAS,EXOC6
197,0.169366412279,PDPK1,IL6R
198,0.168781855007,SLCO2A1,GAB2
199,0.16847144916,SLCO4A1,EIF2AK1
200,0.167232706955,PTK2B,PPCDC
201,0.167148265735,PIK3R3,KRAS
202,0.16702988616,GPX4,EIF2AK1
203,0.166256424964,PPCDC,GPX4
204,0.165378670342,STX1A,PDPK1
205,0.164717763828,GAB2,EXOC6
206,0.164385970388,STAT3,PDPK1
207,0.16402818294,PDPK1,NRCAM
208,0.163566314344,PRKAR2B,EIF2AK1
209,0.162207937088,NRCAM,KCNMB4
210,0.162148537982,UPB1,IRS1
211,0.161456271221,PRKAR2B,ITGA2
212,0.160626112099,PIK3R3,ANK1
213,0.159816395643,PTK2B,EIF2AK1
214,0.15957158513,SLCO4A1,KRAS
215,0.159453808323,PDPK1,KRAS
216,0.158358988355,PIK3R3,GPX4
217,0.157623894268,PIK3R3,NRCAM
218,0.156647039241,UPB1,EIF2AK1
219,0.155405464802,PIK3R3,PIK3CD
220,0.155242497992,KRAS,IL6R
221,0.154177147297,SLC22A2,ITGA2
222,0.153355193871,NTRK1,EIF2AK1
223,0.152999784828,PTK2B,ITGA2
224,0.151491185813,PIK3CD,EXOC6
225,0.151382127415,PPCDC,NRCAM
226,0.15104325198,STAT3,KRAS
227,0.149494206459,PRKAR2B,PPCDC
228,0.149300842008,UPB1,GABRB2
229,0.14918039397,PIK3R3,PDPK1
230,0.148284970276,PPCDC,IFNGR1
231,0.147930588382,UPB1,SLCO2A1
232,0.147585424261,PIK3CD,KRAS
233,0.147507615321,STAT3,PPCDC
234,0.147248390265,STX1A,PPCDC
235,0.144935129298,PPCDC,NTRK1
236,0.144174039682,NRCAM,GABRB2
237,0.140287940796,GAB2,EIF2AK1
238,0.140234581871,SOS1,SC5DL
239,0.138965680928,PPCDC,OAT
240,0.138301473915,PIK3R3,ITGA2
241,0.137961034387,PPCDC,IL6R
242,0.13787962224,PRKAR2B,OAT
243,0.137711614497,SLC22A2,KRAS
244,0.137577027595,ITGA2,EIF2AK1
245,0.1367234198,SLC22A2,EIF2AK1
246,0.136010474497,KCNMB4,IFNGR1
247,0.135507531265,STX1A,EXOC6
248,0.1352881458,PTK2B,KCNMB4
249,0.135222421843,SLCO2A1,IFNGR1
250,0.135204463116,PRKAR2B,IFNGR1
251,0.134570993411,ITGA2,IFNGR1
252,0.134154581224,STAT3,EXOC6
253,0.132570195577,PTK2B,GAB2
254,0.13222773013,EXOC6,ANK1
255,0.132088685613,STX1A,KRAS
256,0.132033402413,SLC22A2,GABRB2
257,0.131266677599,SLCO2A1,PRKAR2B
258,0.130099103685,SLC22A2,KCNMB4
259,0.129314609848,PRKAR2B,KCNMB4
260,0.129235349149,PPCDC,IRS1
261,0.127013875314,PRKAR2B,CDC16
262,0.126692567719,KCNMB4,GABRB2
263,0.126647483552,IRS1,EIF2AK1
264,0.126572818169,KRAS,IRS1
265,0.126062141898,PDPK1,NTRK1
266,0.125871121461,PIK3R3,IRS1
267,0.125612804021,PIK3R3,CDC16
268,0.125489016993,UPB1,KCNMB4
269,0.124755275231,UPB1,PDPK1
270,0.124154124815,IL6R,EXOC6
271,0.12410473704,PTK2B,IFNGR1
272,0.123408932348,IFNGR1,EIF2AK1
273,0.119252812233,PIK3R3,EIF2AK1
274,0.119032621214,UPB1,KRAS
275,0.117221615545,NRCAM,CDC16
276,0.116999411266,STX1A,PIK3R3
277,0.112736053842,NTRK1,EXOC6
278,0.111913684386,PDPK1,ITGA2
279,0.111908610303,UPB1,IFNGR1
280,0.111790834365,GABRB2,GAB2
281,0.110565663414,GPX4,EXOC6
282,0.110347517452,KRAS,IFNGR1
283,0.109677259509,PTK2B,EXOC6
284,0.108832205298,PPCDC,GAB2
285,0.108362307248,SLCO4A1,EXOC6
286,0.108129987266,OAT,NRCAM
287,0.107526896754,IRS1,EXOC6
288,0.106845603368,PPCDC,ANK1
289,0.106822640958,KRAS,ITGA2
290,0.106336484381,PRKAR2B,GABRB2
291,0.105771561905,EIF2AK1,CDC16
292,0.10541078232,KRAS,KCNMB4
293,0.104755228865,SLCO4A1,CDC16
294,0.103972577112,PDPK1,EIF2AK1
295,0.103327336228,SLCO2A1,EIF2AK1
296,0.102682220398,OAT,CDC16
297,0.101850115168,PDPK1,EXOC6
298,0.101512090459,STAT3,CDC16
299,0.101172405073,NTRK1,KRAS
300,0.0993220098157,SLCO2A1,PDPK1
301,0.0992867009166,UPB1,PPCDC
302,0.0984680929251,SLCO4A1,PPCDC
303,0.0981762473566,EXOC6,EIF2AK1
304,0.0978354663665,SLCO4A1,DDOST
305,0.0965756341696,PDPK1,IFNGR1
306,0.0961364619926,SLC22A2,PIK3R3
307,0.0961296994952,GAB2,CDC16
308,0.0956483912033,SLCO2A1,EXOC6
309,0.0949526732174,STAT3,DDOST
310,0.0946929835998,PPCDC,PIK3CD
311,0.0943157297204,SLCO2A1,PIK3R3
312,0.093757025655,SC5DL,ATF2
313,0.0932603016029,PIK3CD,DDOST
314,0.0928674757735,SOS1,NRCAM
315,0.0922446435968,PIK3R3,KCNMB4
316,0.0896900089544,KRAS,EIF2AK1
317,0.0891530163908,PDPK1,KCNMB4
318,0.088097389193,KCNMB4,EIF2AK1
319,0.0878523100371,PIK3R3,NTRK1
320,0.0875147314811,SLCO2A1,KRAS
321,0.087387980935,PTK2B,KRAS
322,0.0873698690621,IRS1,DDOST
323,0.0865005792242,DDOST,ANK1
324,0.0856973486724,PPCDC,KCNMB4
325,0.0846145379078,PIK3R3,OAT
326,0.0839736246849,GPX4,CDC16
327,0.083453077423,IL6R,DDOST
328,0.0825996726618,SLC22A2,PPCDC
329,0.082427288395,SLC22A2,CDC16
330,0.0808599117382,NTRK1,CDC16
331,0.0807819895145,KCNMB4,EXOC6
332,0.0807234757346,NRCAM,NF1
333,0.0806174663022,KCNMB4,CDC16
334,0.0803355270947,OAT,GAB2
335,0.0802494444117,IL6R,CDC16
336,0.079895389795,EXOC6,CDC16
337,0.0796923549936,PIK3CD,CDC16
338,0.0793710515344,PPCDC,EIF2AK1
339,0.0785493973185,UPB1,CDC16
340,0.0783389204654,PPCDC,PIK3R3
341,0.0779122011837,PPCDC,CDC16
342,0.0779043610415,PTK2B,PDPK1
343,0.0766290682169,PDPK1,GABRB2
344,0.0753499809354,IRS1,CDC16
345,0.0751891960182,PRKAR2B,DDOST
346,0.0751758852389,IFNGR1,CDC16
347,0.0749508993851,GABRB2,EIF2AK1
348,0.0744939833094,KRAS,CDC16
349,0.0727224038164,STAT3,OAT
350,0.0721387205894,STX1A,DDOST
351,0.071985835043,ITGA2,EXOC6
352,0.0712395593762,PPCDC,KRAS
353,0.0710268685363,CDC16,ANK1
354,0.0705303283786,PDPK1,CDC16
355,0.0697595877992,UPB1,EXOC6
356,0.0697314310666,NF1,ANK1
357,0.0687752708628,PPCDC,PDPK1
358,0.0685339211326,PTK2B,DDOST
359,0.0681712109377,OAT,KRAS
360,0.0672607309446,STX1A,CDC16
361,0.0662075891689,ITGA2,CDC16
362,0.0658565660692,OAT,IL6R
363,0.0657265780527,GPX4,DDOST
364,0.0649982362235,SC5DL,NRCAM
365,0.0647764705788,PIK3R3,IFNGR1
366,0.0637931517684,PPCDC,ITGA2
367,0.0634852051832,PTK2B,OAT
368,0.0634852051832,NTRK1,DDOST
369,0.0615338458581,SLCO2A1,CDC16
370,0.0614902541395,KRAS,GABRB2
371,0.0613507924871,GABRB2,EXOC6
372,0.0604881535442,PTK2B,CDC16
373,0.0599847537397,SOS1,KRAS
374,0.0599770743553,PTK2B,PIK3R3
375,0.0591447777717,SLCO2A1,PPCDC
376,0.0590790390527,STX1A,OAT
377,0.0590408291341,PPCDC,EXOC6
378,0.0587049481118,SLCO4A1,OAT
379,0.0584656505007,UPB1,OAT
380,0.0581068988377,PPCDC,GABRB2
381,0.0577542516874,PIK3R3,EXOC6
382,0.0553232159427,PTK2B,NF1
383,0.0543263285062,UPB1,DDOST
384,0.0539611722068,OAT,IRS1
385,0.0537193965863,KCNMB4,DDOST
386,0.0530259065616,EIF2AK1,DDOST
387,0.052769047154,GAB2,DDOST
388,0.0520684107155,NTRK1,NF1
389,0.0520106813849,SC5DL,IFNGR1
390,0.0506432032317,SC5DL,KRAS
391,0.0503903973273,OAT,IFNGR1
392,0.0495442889463,PDPK1,OAT
393,0.0483301286043,OAT,GPX4
394,0.0476579655819,KRAS,BTRC
